,news_title,news_details,date
977,"Amazon launches Alexa security camera, Key for in-home deliveries","
        Amazon (NASDAQ:AMZN) announces an intelligent indoor security camera with Alexa integration.               The Amazon Cloud Cam can livestream to the Echo Show, Echo Spot, Fire TV, or Fire TV.                Features include 1080p Full HD resolution video, night vision, a wide viewing angle, two-way audio, and the ability to replay the previous 24 hours in the app.                Competing products exist from Alphabet’s Nest unit with the newest camera featuring Google Assistant integration and a $299 price tag.                Cloud Cam pre-orders start today with a November 8 ship date. One Cam costs $119.99, a two-pack is $199.99, and a three-pack is $289.99.                   Amazon also announces Amazon Key, a service that integrates with the Cloud Cam and third-party smart locks to allow secure in-home deliveries.                Amazon will verify that the delivery driver is at the right place and the Cam will start recording when the Key unlocks to ensure security. Drivers never have access to sensitive codes or keys.                The Amazon Key In-Home Kit includes the Amazon Cloud Cam and a compatible smart lock from the likes of Yale and Kwikset with pricing starting at $249.99.                   Amazon Key will launch on November 8 in 37 U.S. cities.       Previously: CNBC: Amazon considering deliveries inside homes, into car trunks (Oct. 10) ",2017-10-25
978,Amazon could account for nearly half of US e-commerce sales in 2017,"
        Amazon (NASDAQ:AMZN) will account for nearly half of all U.S. e-commerce sales this year, according to eMarketer data.               The research firm expects Amazon’s domestic e-commerce sales to grow 32% on the year to $196.8B for a 43.5% market share.                   Last year, Amazon had $149B in sales with a 38% share.                   Caveat: eMarketer’s data includes third party sales on Amazon’s platform. eBay (NASDAQ:EBAY) comes in a distant second among publicly traded e-commerce companies. eBay will have its market share drop a percentage point between years to 6.8%.        Third place belongs to Apple with its market share expected to increase 40 basis points this year.  Amazon shares are up 1.17%.   Previously: Amazon loses another studio executive (Oct. 24)Previously: Amazon launches Business Prime Shipping, new Kindle app (Oct. 24) ",2017-10-24
979,"Amazon launches Business Prime Shipping, new Kindle app","
           Amazon (NASDAQ:AMZN) launches Business Prime Shipping, an annual membership for multi-user business customers in the U.S. and Germany.  U.S. customers can receive free two-day shipping on eligible items for all users on the Amazon Business account.            Customers can sign-up for a 30-day free trial and then the pricing is tiered accord to user numbers: up to 10, $499; up to 100, $1,299; over 100, $10,099.              Amazon also launches a new Kindle app through the Apple App Store and Google Play.  The iOS version includes a deeper integration with book recommendation social network Goodreads.            Amazon shares are up 1.38%.   Previously: Amazon loses another studio executive (Oct. 24) ",2017-10-24
980,Amazon loses another studio executive,"
        Amazon (NASDAQ:AMZN) announces that its head of comedy and drama series development has resigned.               Joe Lewis will still have a production deal with the company                   Event series head Sharon Tal Yguado will replace Lewis on an interim basis.                   Lewis’ exit follows the departures of international production leader Morgan Wandell, who left to join Apple, and Amazon Studios chief Roy Price, who left due to sexual harassment allegations.          Previously: Amazon Studios chief Price resigns in harassment scandal (Oct. 17)Previously: Variety: Apple hires Amazon Studio's international development head (Oct. 20) ",2017-10-24
981,Recode: Amazon Wine shutting down due to Whole Foods,"
        Amazon (NASDAQ:AMZN) will shutter its Amazon Wine business by the end of the year, according to Recode.               Amazon Wine launched about five years ago and allows wine producers to sell through the e-commerce site rather than Amazon selling the alcohol directly.                The Whole Foods acquisition likely complicated Amazon’s legal position since it now also acts as an alcohol retailer and can’t accept supplier payments to advertise alcohol.  Previously: Gift shops coming to Amazon Handmade; Etsy shares down 3.3% (Oct. 23) ",2017-10-24
982,Gift shops coming to Amazon Handmade; Etsy shares down 3.3%,"
        Amazon (NASDAQ:AMZN) launches a new gift shop for its Amazon Handmade program.               Handmade, which launched in 2015, sells handcrafted goods to 30 countries.                   The gift shop adds event-specific goods for weddings and holidays.                   Etsy (NASDAQ:ETSY) CEO Josh Silverman recently touted his site’s strength in “three types of purchase occasions: celebrations, gifting and style.”                Activist investors have pushed for Etsy to find a buyer.                 Etsy shares are down 3.33% following Amazon’s announcement.   Previously: Amazon launching take-out ordering through app; GrubHub shares dip (Oct. 23)Previously: D.A. Davidson bullish on Etsy (Sept. 7) ",2017-10-23
983,Amazon launching take-out ordering through app; GrubHub shares dip,"
        Select Amazon (NASDAQ:AMZN) customers can soon order local restaurant take-out straight through the Amazon app.               The ordering will pair Amazon Pay with Clover POS systems, which the tech giant also uses in its Kindle pop-up shops.                Amazon had a soft launch of the take-out service in July with ordering from T.G.I. Fridays.                The new ordering system will become available next month for customers in Connecticut, Maryland, Massachusetts, New Jersey, Pennsylvania, and Washington D.C. plus the Seattle area.                Amazon shares are down 1.13%.          GrubHub (NYSE:GRUB) shares are down 0.88%.  Previously: KeyBanc: GrubHub will face limited impact from Facebook ordering (Oct. 13)Previously: Facebook rolls out food ordering through its website (Oct. 13)Previously: Amazon receives 238 proposals for HQ2 (Oct. 23) ",2017-10-23
984,Amazon receives 238 proposals for HQ2,"
        Amazon (NASDAQ:AMZN) says it received 238 proposals from within 54 “states, provinces, districts, and territories” to become the location for the HQ2 headquarters.               Last Thursday was the deadline for the headquarters that will come with a $5B Amazon investment and create 50K jobs.   Amazon shares are down 1.26%.    Previously: Amazon's wind farm is up and running; deadline day for HQ2 proposals (Oct. 19)Previously: Puerto Rico bids for Amazon's HQ2 (Oct. 22) ",2017-10-23
985,Amazon to open AI center in Germany,"
Amazon (NASDAQ:AMZN) is opening a research center dedicated to artificial intelligence in Germany's Cyber Valley, creating 100 jobs dedicated to expanding applied research with AI.It will mean the U.S. e-commerce behemoth is part of ""one of the largest research partnerships in Europe in the field of artificial intelligence,"" said Ralf Herbrich, director of machine learning at Amazon. ",2017-10-23
986,Puerto Rico bids for Amazon's HQ2,"
It's a long shot, but Puerto Rico, which is still in shambles from Hurricane Maria, has submitted a bid to host Amazon's (NASDAQ:AMZN) second headquarters, Bloomberg reports.The U.S. commonwealth desperately needs a big break to reverse a decade of economic decline, and the 50,000 jobs projected to come with Amazon's HQ2, to be built at a cost of more than $5B, could radically reverse its fortunes. ",2017-10-22
987,Whole Foods resolves payment info breach,"
        Whole Foods (NASDAQ:AMZN) announces the resolution of a card information breach reported on September 28.               The access occurred in restaurants and taprooms within Whole Foods stores and those venues had a different checkout system from the main store.                Whole Foods replaced those POS systems and stopped any unauthorized activity.       Previously: Whole Foods discloses data breach (Sept. 29) ",2017-10-20
988,Intel launches developer kit for Alexa integration,"
        Intel (NASDAQ:INTC) announces the Intel Speech Enabling Developer Kit that allows third-party developers an easier path to incorporating Amazon’s (NASDAQ:AMZN) Alexa.           The Developer Kit features algorithms for acoustic echo cancellation and noise reduction, dual DSP with an inference engine, and an 8-mic circular array.  The Speech Enabling Developer Kit is available for pre-order today.  Intel shares are down 1.02%.   Previously: Intel will ship neural network processor this year (Oct. 17) ",2017-10-19
