,news_title,news_dates,news_details
181,"Videogame sales take a pre-holiday breather, falling 2%","Sep. 14, 2017, 6:54 PM","
 Videogame sales reversed last month's gains, falling overall and in hardware and software after a multi-month run of strength from consoles following the release of the Nintendo Switch (NTDOY +1%). Overall sales fell 2% Y/Y to $568M, according to NPD Group. Hardware reversed course to fall 6%, to $168M; software (console and portable) declined 2% to $271M, and PC game software (physical and via Steam) fell 23% to $11M. Accessory spending was a bright spot, gaining 10% Y/Y to $118M. In individual games, Madden NFL 18 (EA -0.3%) took its place atop the dollar sales chart, followed by perpetual workhorse Grand Theft Auto V (TTWO +0.6%), in its 49th month on the market. GTA V is the all-time best-selling game by both revenue and units in tracked sales across PC, console and portable with digital and packaged combined, NPD's Mat Piscatella notes. Rounding out the top 10 in software: No. 3, Uncharted: The Lost Legacy (SNE -3.5%); No. 4, Splatoon 2 (OTCPK:NTDOY); No. 5, The Legend of Zelda: Breath of the Wild (OTCPK:NTDOY); No. 6, Tom Clancy's Rainbox Six: Siege (UBSFY +0.4%); No. 7, Mario Kart 8 (OTCPK:NTDOY); No. 8, Call of Duty: Modern Warfare Remastered (ATVI -0.4%); No. 9, Crash Bandicoot: N. Sane Trilogy (NASDAQ:ATVI); No. 10, Overwatch (ATVI). Once again, the Switch was the best-selling hardware platform, while PlayStation 4 continues to lead YTD sales. Despite this month's fall-off, YTD hardware spending is still up 17%, to $1.7B.ETF: GAMR  "
182,Box office hits quarter-century low,"Sep. 5, 2017, 7:42 PM","
 Hollywood finished off its weakest summer at the box office in 25 years, after marking a modern-worst year-over-year decline -- and that's before accounting for inflation. Revenues overall fell 14.6% to $3.83B, the first time since 2006 that it didn't hit $4B, and the visitor count of 430M is by far the worst showing in a quarter-century. Labor Day weekend grosses were the holiday's worst in 17 years, with no major releases stepping up to the plate. The Hitman's Bodyguard (LGF.A +0.4%, LGF.B +0.9%) held the No. 1 spot for the third week in a row, with $13.3M over the four days, while Annabelle: Creation (TWX -0.4%) held on to No. 2 with $9.2M in that span. Holdovers Wind River and Leap! kept the next two spots, with Wind River leapfrogging to No. 3 with $7.85M and Leap! with $6.3M. A 901-theater 40th anniversary showing of Close Encounters of the Third Kind (SNE -1%) drew a respectable $2.2M, good enough for 14th over the long weekend.Grim executives now look ahead to the weekend's 4,000-theater-plus wide release of Stephen King's It (NYSE:TWX) to jump-start the remainder of the year.  "
183,"Worldwide AR/VR market up 25.5% in Q2, Samsung leads","Sep. 5, 2017, 8:45 AM","
        The worldwide augmented reality and virtual reality headset market was up 25.5% on the year in Q2, according to IDC. Total shipments were 2.1M.               VR headsets accounted for 98% of the market and untethered units dominated over half the market with tethered headsets accounting for 43%, up from 34% sequentially.                AR shipments were down on the year as the consumer market has stalled even as enterprise customers strengthen.                Samsung (OTC:SSNNF, OTC:SSNLF) led the market with 568K shipped units and a 26.7% market share. The untethered Gear VR did decline on the year but a boost in average selling prices kept Samsung in the lead.                Sony (NYSE:SNE) came second with 519.4K units and 24.4% market share. The company’s PlayStation VR led tethered headsets.                Facebook (NASDAQ:FB) came third with 246.9K units and an 11.6% share. Facebook had dropped Oculus Rift prices by $100 to $499 in the quarter, which started a price cut trend.     Previously: IDC: Fitness band wearables decreased for first time in Q2, smartwatches soar (Aug. 31) "
184,"Sony launches three smartphones, smart speaker, and AirPod competitor","Aug. 31, 2017, 8:42 AM","
        Sony (NYSE:SNE) has a spate of new products ahead of IFA 2017. Notable launches include three new smartphones, a smart speaker, and AirPod-esque headphones.               Phones: The flagship Xperia XZ1 and Xperia XZ1 Compact and the premium Xperia XA1 Plus.                The standard XZ1 has a 5.2 inch full HD display with the Compact measuring 4.6 inches. The Compact also packs a wide-angle front camera with 120 degrees field of view and the new 3D Creator for augmented reality.                The Xperia XA1 Plus has a 23-megapixel rear camera, 5.5-inch full HD display, and an all-day battery life promise due to the 3430mAh capacity.                Smart speaker: The Google Assistant-enabled LF-S50G features gesture controls and “splash-proof” capabilities.                Headphones: Three styles with the most notable model, WI-1000X, resembling Apple’s AirPods in being truly wireless.                The Bluetooth headphones have noise cancellation that can turn on and off with a button push and there’s also a button for allowing phone calls.  Press release       Previously: Sony cuts prices on VR bundles; Microsoft announces SteamVR support (Aug. 28) "
185,Nikkei: Japanese firms form $457M fund for start-ups,"Aug. 28, 2017, 7:19 PM","
 A coalition organized by California-based venture capital firm WiL will gather resources from about a dozen big Japanese firms to invest in start-ups via a ¥50B fund (about $457M). That's one of the biggest funds of mostly Japanese origin to date, Nikkei reports. Sony (NYSE:SNE), ANA Holdings (OTCPK:ALNPY), Suzuki Motor (OTCPK:SZKMY), Mori Building, Mizuho Financial Group (NYSE:MFG), Nissan Motor (OTCPK:NSANY), KDDI (OTCPK:KDDIY), Seven & I Holdings (OTCPK:SVNDY) and Itochu (OTCPK:ITOCY) are among the companies involved, it says. WiL meanwhile will scout investment prospects for the fund, start-ups mainly focusing on the ""Internet of things"" that can each receive from ¥100M-¥2B.  "
186,Sony cuts prices on VR bundles; Microsoft announces SteamVR support,"Aug. 28, 2017, 11:56 AM","
        Sony (NYSE:SNE) announces the company will drop the price on both of its PlayStation VR bundles with both going on sale September 1.               The basic core package used to sell for $399 with just the headset but will now toss in the required but typically not included PlayStation Camera for free.                The premium bundle has the camera, two Move controllers, and the minigame collection PlayStation Worlds packaged with the headset for $449, a discount of $50.                Microsoft (NASDAQ:MSFT) announces that Valve’s SteamVR platform games will run on the Windows Mixed Reality headsets.                The Fall Creators Update coming next month will enable the VR capabilities to non-developers using the headsets, which will include the $299 base model and the $399 headset and motion control bundle.  Previously: Facebook planning $200 wireless Oculus VR headset next year (July 13) "
187,PlayStation Vue service adds 11 local broadcast feeds,"Aug. 24, 2017, 6:39 PM","
 Sony's (NYSE:SNE) PlayStation Vue live streaming service has added 11 local broadcast feeds from a variety of owners representing three big-network affiliations. The service has added eight ABC locals, two NBC stations and one CBS station. Stations include Hearst's NBC affiliate in Cincinnati and its NBC affiliate in New Orleans, along with its KMBC ABC affiliate in Kansas City and its WISN ABC affiliate in Milwaukee; Scripps' CBS affiliate in Nashville, and its ABC affiliates in Baltimore, Indianapolis and San Diego; Graham Media's ABC affiliate in San Antonio; Hubbard's ABC affiliate in Minneapolis; and Berkshire Hathaway's ABC affiliate in Miami-Ft. Lauderdale.  "
188,Sony Music joins firm to calculate royalties for DJ mixes,"Aug. 22, 2017, 7:51 PM","
 Sony Music (NYSE:SNE) has become the first major customer of a start-up working to distribute money to musicians and record labels when songs are used in DJ sets and mashups. That means the start-up, Dubset Media, has an in with one of the world's biggest music companies. It had already partnered with about 35,000 smaller labels and publishers. The average DJ mix is about 64 minutes long, containing 22 songs with interests held by 100 different rights holders, Dubset says; its technology can calculate royalties based on how much of a song is used in a mix. “The cross-clearance network we’ve had to build requires us to have large number of labels on board,” says Dubset CEO Stephen White. “It has been a heavy technology build.”  "
189,Videogame sales up 19% with growth in all categories,"Aug. 17, 2017, 6:49 PM","
 Videogame sales grew again in July with broad gains across all categories and continuing strength from hardware as consoles flexed their muscles. Overall sales rose 19% Y/Y to $588M, according to NPD Group, and hardware spending rose 29% to $182M thanks to continuing early sales of the Nintendo Switch (NTDOY -1%) as well as growth from PlayStation 4 (SNE -1%). Accessories spending rose 9% to $129M as a decline in interactive gaming toys slowed. In software, spending rose 17% to $277M, paced by Nintendo's Splatoon 2. YTD sales are fractionally higher now, to $2.7B. Console/portable software rose 17% to $263M, while PC game software (physical and via Steam) rose 14% to $14M. Behind Splatoon 2 in the dollar sales chart: No. 2, Crash Bandicoot: N. Sane Trilogy (ATVI -2.4%); No. 3, Grand Theft Auto V (TTWO -1.2%); No. 4, Final Fantasy XII: The Zodiac Age (Square Enix); No. 5, The Legend of Zelda: Breath of the Wild (OTCPK:NTDOY). Rounding out the top 10 there: No. 6, Injustice 2 (TWX -0.3%); No. 7, Mario Kart 8 (OTCPK:NTDOY); No. 8, Overwatch (NASDAQ:ATVI); No. 9, Tom Clancy's Rainbow Six: Siege (UBSFY -0.6%); and No. 10,  NBA 2K17 (NASDAQ:TTWO). The Switch was the best-selling hardware platform for the month, while PlayStation 4 is the YTD leader.  "
190,'Annabelle' sequel tops lackluster box-office weekend,"Aug. 14, 2017, 7:12 PM","
 Horror film Annabelle: Creation (TWX +0.4%) took the biggest piece of a still-shrinking summer box office pie over the weekend, easily outpacing holdovers and a children's animated film. Overall, the top 12 films brought a combined $103.8M, Box Office Mojo notes -- down 6% from last weekend and setting the cumulative 2017 summer at 12% below last year's pace. The Annabelle sequel drew $35M, clearing Dunkirk's (NYSE:TWX) fourth-week $10.9M, as well as Open Road's The Nut Job 2: Nutty by Nature, which debuted with just $8.3M. Stephen King adaptation The Dark Tower (SNE +0.4%) was in the No. 4 spot with $7.8M while Girls Trip (CMCSA +1.9%) rounded out the top five, with $6.5M. Dunkirk raised its cumulative domestic gross to $153.2M, and its worldwide total to $363.7M. Meanwhile, another film opening this weekend, The Glass Castle (LGF.A -0.8%, LGF.B -0.1%) hit just the No. 9 slot with $4.7M.  "
191,IBM and Sony announce blockchain education service,"Aug. 9, 2017, 12:20 PM","
        IBM (NYSE:IBM) and Sony Global Education (NYSE:SNE) announce a blockchain-based education platform for student records.               Blockchain technology creates a distributed database with shared and easy to reconcile information that isn’t stored in one location vulnerable to hacking.                The IBM-Sony system allows school administrators to manage student educational data across schools to create a more transparent history of academic progress.                Students can also easily access and carry those digital records on to another school or future employer.                   The technology was built on IBM Blockchain and Sony Global Education will work with educational institutions to launch the service next year.     Press release    "
192,'Dark Tower' rules summer's slowest weekend at movies,"Aug. 7, 2017, 6:28 PM","
 The Dark Tower (SNE -0.8%) prevailed at the box office in the summer's flattest weekend so far, knocking war epic Dunkirk (TWX -0.1%) from the top spot. The Stephen King-based sci-fi fantasy film drew a disappointing $19.2M but still edged Dunkirk's $17.1M. It added just $8M in foreign markets to hit a worldwide $27.15M. Dunkirk, meanwhile, ran its worldwide three-week cumulative total to $314.2M. Also bumping down a spot apiece amid Dark Tower's debut were The Emoji Movie (NYSE:SNE), at No. 3 with $12M, and Girls Trip (NASDAQ:CMCSA), at No. 4 with $11.4M. Atomic Blonde (CMCSA) dropped off from last week's four spot to No. 7 with $8.2M. Meanwhile in longer runs in the top 10, Spider-Man: Homecoming (SNE), at No. 6 with $8.85M, ran its cumulative domestic total to just shy of $295M and its worldwide grosses to just short of $671M.  "
193,"Digitimes: Samsung lowers TV shipment estimates while Sony, LG flourish","Aug. 3, 2017, 10:09 AM","
        Samsung (OTC:SSNLF, OTC:SSNNF) falls behind in television shipments as competitors LG Electronics (OTC:LGEAF), Sony (NYSE:SNE), and Sharp (OTCPK:SHCAY), according to Digitimes.               Samsung planned to ship 48M televisions this year but has lowered its guidance as low as 42M due to soft demand.                LG expects to ramp up to 29M unit shipments this year and Sony could hit 13M units, both up a million from last year.                LG and Sony benefit from the rising demand of OLED panels with Sony providing panels to Foxconn.                Sharp shipments expected to double to about 9M units due to its relationship to Foxconn.  Previously: LG Display tops global LCD TV panel shipments in 1H17 (July 26) "
