,news_title,news_dates,news_details
901,Maxim sees Intel beating Q4 estimates; mobile CPU wins reportedly scored,"Dec. 31, 2013, 5:22 PM","

Citing ""upside seen in PC builds/shipments and data center demand,"" Maxim's Ashok Kumar thinks Intel (INTC +0.4%) will post Q4 revenue at the high end of its guidance range of $13.2B-$14.2B; the consensus ($13.72B) is nearly at the midpoint of that range.
Like others, Kumar thinks the corporate Windows 7 upgrade cycle is giving Intel a lift. With Microsoft ending Windows XP support in April, many firms are upgrading systems in advance. Kumar's remarks come a day after Digitimes reported TSMC is seeing order pull-ins from PC and smartphone chipmakers.
Meanwhile, Digitimes reports today Intel has scored mobile CPU wins from OEMs who have historically relied on MediaTek (popular with low-end Android OEMs), and is partnering with a variety of Chinese ""white box"" vendors.
The site previously reported Intel is planning to spend $1B in 2014 on marketing subsidies to drive Bay Trail adoption. The chip giant has set a goal of selling 40M tablet CPUs next year, up ~4x from 2013 levels.
Reviews for Intel's new Bay Trail Atom CPUs have been solid. ZDNet's James Kendrick, after trying out an Asus Bay Trail tablet: ""This tablet feels as fast as any Core processor-equipped laptop or tablet I've used with Windows 8 ... Bay Trail doesn't feel like a stripped down mobile processor, it is as fast as any processor should be.""
Does that performance spell cannibalization risk? Bay Trail CPUs list for $32-$37; many Core notebook CPUs go for over $100.

Previous: Intel planning flurry of 2014/2015 mobile CPU launches
 "
902,PC chipmakers move higher; TSMC reportedly seeing order pull-ins,"Dec. 30, 2013, 2:06 PM","

Digitimes reports top chip foundry TSMC (TSM +1.7%), which counts AMD (AMD +1.7%) and Nvidia (NVDA +1.2%) among its clients is seeing pull-in orders from PC and smartphone chipmakers for parts set to be delivered in the second half of January.
The PC orders are said to reflect ""a rebound of replenishment demand in the PC sector and an improvement in sales in the end market."" The report comes three weeks after Citi made note of improving/stabilizing PC demand, and cited it as a reason for upgrading Intel (INTC +0.7%).
Intel was hit hard last month after guiding for flat 2014 revenue/EPS growth. With IDC expecting PC unit shipments to drop 3.8% in 2014 after falling 10.1% in 2013, expectations are low.
PC sales to enterprises (aided by the Windows 7 upgrade cycle) and developed markets have been showing signs of stabilization, but sales to emerging markets continue to fall sharply. Given tablet cannibalization began affecting developed markets first, their stabilization (assuming it holds) could be a sign emerging markets will bottom somewhere in 2014.
Regarding smartphone orders, Digitimes reports demand related to high-end smartphones is picking up thanks to pending product launches, many of which will come at CES (Jan. 7-10) and the Mobile World Congress (Feb. 24-27).
 "
903,Philip Morris among leaders in Morningstar's top 10 dividend stocks,"Dec. 17, 2013, 6:55 PM","

Morningstar's Ultimate Stock Pickers latest list of top 10 dividend yielding stocks is led by Philip Morris (NYSE:PM), ""a cash-generating machine... fortified by a bevy of powerful brands, a global manufacturing and distribution system, and... an addictive product set.""
While 2014 is seen as an investment spending year at McDonald's (NYSE:MCD), at least one analyst was reassured by the recent analyst day presentation which balanced discussions about growth and capacity initiatives with talk about returning value to shareholders.
Other selections: GSK, VOD, LLY, COP, INTC, MRK, UN, CVE.
 "
904,"ARM rises, Intel slips, AppliedMicro dives following Google CPU report","Dec. 13, 2013, 6:31 PM","

With ARM-based (ARMH +2.6%) CPUs currently having a minimal presence in the massive server CPU market, a report that Google is thinking of developing its own ARM-based server CPUs has gone over well with ARM investors.
In addition to Google, Facebook has shown an interest in ARM. A recent post from a Facebook developer suggests the company is working to port some of its internal software for use with ARM CPUs.
AppliedMicro (AMCC -4.6%), an early leader in the ARM server CPU space (courtesy of its X-Gene chips), wound up selling off after opening higher. There may be concerns Google will open-source its CPU designs to help foster a broader ecosystem for them, as it has done with many pieces of software. AMD, Marvell, and private Calxeda are also targeting the ARM server CPU market.
Intel (INTC -0.7%), whose server CPU division had a $1.39B Q3 op. profit on the back of 12% Y/Y rev. growth, finished down modestly. Google/Facebook would act as big reference wins for ARM, which still face major software ecosystem challenges as it tries to grow its server presence. Intel is trying to counter ARM with its low-power Avoton Atom server CPUs.
FBR, which just started coverage on ARM with an Outperform, thinks ARM-based designs could grab 10% of the server CPU market by 2018, thanks to a 50% share in the fast-growing microserver segment.
 "
905,Verizon reportedly close to deal for Intel TV unit,"Dec. 13, 2013, 4:25 PM","


Bloomberg reports Verizon (VZ -0.6%) is close to a deal to acquire Intel's (INTC -0.7%) TV unit, whose planned Web TV service never got off the ground. Intel was previously reported to be asking $500M for the unit.
Verizon is once more said to be interested in using Intel's TV assets, which include set-top software and cloud DVR tech, to launch a Web TV service of its own in areas not covered by FiOS. The broadband/pay-TV providers whose networks Verizon will have to leverage to offer the service won't be thrilled to hear that.
The report's timing coincides with that of a WSJ report stating Sprint is thinking of launching a bid for T-Mobile USA in 1H14. Verizon investors have taken the report in stride.

Previous: Verizon, T-Mobile reportedly close to spectrum deal
 "
906,Intel threatened as Google mulls creating own server chips,"Dec. 13, 2013, 5:13 AM","
 Google (NASDAQ:GOOG) is reportedly thinking about designing its own server processors using technology from ARM Holdings (NASDAQ:ARMH). The idea is that with its own chips, Google could better better manage the interaction between hardware and software. The move could hurt Intel (NASDAQ:INTC), which earns over 4% of its revenue from the search giant, and which has a 95% share of the market for server chips that use PC processors. The company has been hoping that rising demand for the components will offset the slump in the PC market.  "
907,A roundup of tech ratings changes,"Dec. 12, 2013, 9:56 AM","

Intel (INTC +1.1%) has been upgraded to Neutral by Nomura. Citi and Drexel Hamilton upgraded shares last Friday.
Micron (MU +2%) has been upgraded to Buy by Nomura. Shares fell yesterday following an MKM report stating SK Hynix's Wuxi, China fab will be operational sooner than expected.
Xilinx (XLNX +1.7%) has been upgraded to Buy by Nomura. In addition, both Xilinx and rival Altera (ALTR +0.6%) have been started at Outperform by JMP.
iRobot (IRBT +2.2%) has been upgraded to Neutral by JPMorgan.
Synchronoss (SNCR +6.8%) has been upgraded to Strong Buy by Raymond James.
Teradata (TDC -2%) has been cut to Sector Perform by RBC. Shares are making new 52-week lows.
Texas Instruments (TXN -0.7%) and SanDisk (SNDK -2.3%) have been cut to Reduce by Nomura. TI provided an in-line mid-quarter update on Monday, while SanDisk fell in tandem with Micron yesterday.
Sigma Designs (SIGM -17.8%) has been cut to Hold by Needham after missing FQ3 estimates.
Progress Software (PRGS -7.5%) has been cut to Market Perform by JMP.
 "
908,Barron's top picks for 2014,"Dec. 7, 2013, 10:30 AM","


Barron's top 10 stock picks for 2014 shows an affinity for low P/E ratios, with 6 of the group sporting multiples of 10 or lower. The 2013 picks - which are up 35.2% on average, 900 bps ahead of the S&P 500 - had five names with single-digit P/Es. This year's list:
A depressed play on a depressed commodity, don't be surprised if Barrick Gold (ABX) gets the attention of an activist investor next year.
Up just 11% YTD, Canadian Natural Resources' (NYSE:CNQ) free cash flow is set to quintuple to $5B in 2018 once the Horizon oil-sands facility expansion is completed.
A rising world population needs food. At less than 10x earnings, Deere (NYSE:DE) is the kind of company Warren Buffett might like to buy if it became available. ""Stranger things have happened,"" writes Andrew Bary.
Even after gaining 55% YTD, MetLife (NYSE:MET) sells for less than 10x 2014 EPS and just above book value, but bigger gains are ahead once the company is given regulatory permission to buy back stock and boost its dividend. Met's also a good hedge against rising rates, as life insurers will benefit by having higher yields to invest in.
The rest: Citigroup (NYSE:C), GM, Intel (NASDAQ:INTC), Nestle (OTCPK:NSRGY, OTCPK:NSRGF), Simon Property (NYSE:SPG), U.S. Airways (LCC).
 "
909,"Server sales drop again in Q3, H-P takes share from IBM","Dec. 6, 2013, 6:41 PM","


IDC estimates server sales fell 3.7% Y/Y in Q3. That's a modest improvement from Q2's estimated 6.2% drop, but hardly a figure that will bring cheer to industry players. Gartner estimates revenue fell 2.1% in Q3 vs. 3.8% in Q2.

The embrace by Web/cloud giants of home-grown servers produced by Asian contract manufacturers (ODMs) continues to upend the industry. IDC thinks sales of such servers rose 45% Y/Y, and now make up 6.5% of industry revenue. It estimates nearly 4/5 of these sales came from the U.S., largely from Google, Facebook, Amazon, and Rackspace.
#1 H-P (HPQ), which recently reported encouraing enterprise hardware numbers, is assigned a 28.1% share (+150 bps Y/Y) by IDC. #2 IBM, whose total Q3 hardware sales fell 17% Y/Y, is given a 23.4% share (-430 bps).
Newly-private Dell had a 16.2% share (-40 bps, a reversal from recent gains), Cisco (CSCO - still seeing strong UCS server demand) a 5% share (+170 bps), and Oracle (ORCL - hurt by SPARC/UNIX server weakness) a 4.1% share (-60 bps).
In a positive for Intel (NASDAQ:INTC), x86 servers took share once again, with sales rising 2.8% and making up 79% of industry revenue. Red Hat (NYSE:RHT) is likely pleased to see Linux servers now make up 28% of industry revenue. Windows (NASDAQ:MSFT) servers made up 50%, and UNIX servers just 11%.
H-P is the leader in the x86 server market (32.3% share), as well as in the growing blade server (43.6%) and density-optimized server (30.7%) markets. There's a decent amount of overlap between the x86 and blade/density-optimized markets.
 "
910,"Intel jumps thanks to Citi, Drexel Hamilton upgrades","Dec. 6, 2013, 9:57 AM","
Citi and Drexel Hamilton have both upgraded Intel (INTC +3%) to Buy. Citi's PT has been upped to $28, and DH's to $30.Citi's Glen Yeung says he's encouraged by stabilizing corporate PC demand (noted by IDC/Gartner in their Q3 data, and also mentioned by Intel during its investor day), and notes Oct. retail point-of-sale data showed growth for the first time in nine months.Yeung also calls Intel's forecast for a 5% 2014 drop in PC units ""sufficiently conservative."" IDC currently expects PC shipments to drop 3.8% in 2014 (those estimates have a habit of changing frequently).Intel shares were clocked recently due to investor disappointment with the chip giant's investor day guidance. They currently trade at 12x 2014E EPS after backing out net cash/investments. "
911,"Intel buys hackathon software developer, will integrate with Mashery","Dec. 3, 2013, 6:30 PM","

Intel (NASDAQ:INTC) has acquired Hacker League, developer of a Web-based software platform for managing hackathons (intense, collaborative coding sessions beloved by many a tech company). TechCrunch reports the price tag is well below the $180M Intel paid for popular API management platform Mashery earlier this year.
Hacker League's products will be integrated with Mashery's, with the goal of creating a richer set of tools for developers. Mashery's products are used in roughly 80 hackathons/year, and Hacker League has managed 460 of them since Oct. '11.
 "
